edition,issue,volume,date-pub,title,ocr,id
,18212,,"February 6, 1843",The Treaty Of Washington.,81.97,0FFO-1843-FEB06-006-005
,23455,,"November 4, 1859",Robert Herrick.*,81.23,0FFO-1859-NOV04-004-001
,19052,,"October 11, 1845",The French Express.,84.78,0FFO-1845-OCT11-007-003
,20273,,"September 5, 1849",The State Of Europe.,82.02,0FFO-1849-SEP05-006-001
,23591,,"April 11, 1860",France,85.21,0FFO-1860-APR11-010-001
,21886,,"September 2, 1854",Greece.,89.27,0FFO-1854-SEP02-010-003
,20726,,"February 15, 1851","House Of Lords, Friday, Feb. 14.",82.76,0FFO-1851-FEB15-003-001
,20705,,"January 22, 1851",Prussia.,83.13,0FFO-1851-JAN22-006-002
,20704,,"January 21, 1851",The State Of Europe.,85.13,0FFO-1851-JAN21-006-001
,21772,,"June 20, 1854",France.,85.64,0FFO-1854-JUN20-010-002
,22177,,"October 5, 1855",The Baltic.,82.13,0FFO-1855-OCT05-007-001
,19985,,"October 4, 1848","English Misrule, And Irish Misdeeds.",84.89,0FFO-1848-OCT04-007-001
,17665,,"May 8, 1841","London, Saturday, May 8, 1841.",88.33,0FFO-1841-MAY08-012-004
,19884,,"June 8, 1848","We published yesterday, in a part of our im-",90.02,0FFO-1848-JUN08-005-001
,21630,,"January 5, 1854",France.,84.38,0FFO-1854-JAN05-007-001
,23134,,"October 26, 1858",Express From Paris.,80.63,0FFO-1858-OCT26-007-001
,20040,,"December 7, 1848",The Escape Of The Pope.,82.64,0FFO-1848-DEC07-003-003
,20667,,"December 9, 1850",The German Armies.,83.8,0FFO-1850-DEC09-003-003
,17675,,"May 20, 1841","To Lord John Russell, On His Bill For The Amendment Of The Criminal Law.",86.98,0FFO-1841-MAY20-007-004
,19337,,"September 9, 1846",Death Of Lord Metcalfe.,88.88,0FFO-1846-SEP09-005-004
,18650,,"July 1, 1844",America.,81.9,0FFO-1844-JUL01-005-009
,21012,,"January 15, 1852",France.,85.27,0FFO-1852-JAN15-006-001
,23632,,"May 29, 1860",The Sardinian Parliament.,80.02,0FFO-1860-MAY29-010-002
,22927,,"February 26, 1858",India.,85.83,0FFO-1858-FEB26-010-001
,18815,,"January 8, 1845",The Affairs Of Spain.,85.01,0FFO-1845-JAN08-005-008
,19210,,"April 14, 1846",The Affairs Of Spain.,90.38,0FFO-1846-APR14-006-004
,23671,,"July 13, 1860",France.,80.47,0FFO-1860-JUL13-012-001
,22309,,"March 7, 1856",Foreign Intelligence.,83.99,0FFO-1856-MAR07-008-001
,22287,,"February 11, 1856",Turkey.,86.98,0FFO-1856-FEB11-010-001
,19410,,"December 3, 1846",The United States,83.24,0FFO-1846-DEC03-006-004
,23350,,"July 5, 1859",Prince Napoleon's Army.,86.15,0FFO-1859-JUL05-009-005
,21825,,"August 21, 1854",Special Mission From Russia.,86.04,0FFO-1854-AUG21-005-003
,21103,,"April 30, 1852",America.,81.65,0FFO-1852-APR30-006-006
,21330,,"January 20, 1853",The State Of The Continent.,86.04,0FFO-1853-JAN20-005-001
,19095,,"December 1, 1845",Ireland.,83.8,0FFO-1845-DEC01-007-003
,21151,,"June 25, 1852",Express From Paris.,86.39,0FFO-1852-JUN25-006-001
,21850,,"September 19, 1854",Austria.,90.29,0FFO-1854-SEP19-006-007
,22755,,"August 10, 1857",The Mutiny At Benares.,83.56,0FFO-1857-AUG10-009-001
,20871,,"August 4, 1851",State Of Trade.,80.74,0FFO-1851-AUG04-008-009
,21165,,"July 12, 1852",Switzerland.,83.49,0FFO-1852-JUL12-006-002
,19433,,"December 30, 1846",Money-Market And City Intelligence.,80.01,0FFO-1846-DEC30-003-001
,23603,,"April 25, 1860",France.,81.77,0FFO-1860-APR25-010-001
,21529,,"September 9, 1853",Letters From The Netherlands.,83.95,0FFO-1853-SEP09-008-005
,23520,,"January 19, 1860",Birmingham Reformatory Institution,81.82,0FFO-1860-JAN19-012-014
,18974,,"July 12, 1845","London, Saturday, July 12, 1845.",81.29,0FFO-1845-JUL12-004-002
,19517,,"April 7, 1847",Ireland.,81.02,0FFO-1847-APR07-003-014
,23425,,"September 30, 1859",Money-Market and City Intelligence.,81,0FFO-1859-SEP30-005-001
,21274,,"November 16, 1852",France.,80.21,0FFO-1852-NOV16-005-001
,20918,,"September 27, 1851",Prussia.,83.72,0FFO-1851-SEP27-006-003
,20109,,"February 26, 1849",The Sisterhood Of Mercy At Devonport.,89.25,0FFO-1849-FEB26-008-004
,22340,,"April 12, 1856","London, Saturday, April 12, 1856.",83.75,0FFO-1856-APR12-009-002
,22887,,"January 11, 1858",The Parochial System And The Clerical Year.,82.86,0FFO-1858-JAN11-010-006
,19204,,"April 7, 1846",An Irish Landlord's Defence.,87.58,0FFO-1846-APR07-009-002
,20741,,"March 5, 1851",The Great Exhibition.,84.92,0FFO-1851-MAR05-005-005
,20321,,"October 31, 1849",Prussia.,87.84,0FFO-1849-OCT31-006-004
,19738,,"December 21, 1847","The article on """"the Irish crisis"""" in the new",82.06,0FFO-1847-DEC21-004-003
,21005,,"January 7, 1852",Trade And Its Prospects.,82.34,0FFO-1852-JAN07-007-001
,20732,,"February 22, 1851",The Great Exhibition.,82.43,0FFO-1851-FEB22-005-006
,21524,,"September 3, 1853",The Queen's Visit To Ireland.,87.23,0FFO-1853-SEP03-009-004
,21688,,"March 14, 1854",Austria.,83.98,0FFO-1854-MAR14-011-003
,21992,,"March 3, 1855",Turkey.,82.29,0FFO-1855-MAR03-009-005
,21631,,"January 6, 1854",West India and Gulf of Mexico Mails.,81.6,0FFO-1854-JAN06-008-004
,23441,,"October 19, 1859",Money-Market and City Intelligence.,82.27,0FFO-1859-OCT19-007-001
,22395,,"June 16, 1856",The West Indies And Pacific.,85.52,0FFO-1856-JUN16-007-001
,23103,,"September 20, 1858",The United States.,84.3,0FFO-1858-SEP20-007-003
,19437,,"January 4, 1847",The letters which are daily pouring in upon us,94.66,0FFO-1847-JAN04-004-003
,20832,,"June 19, 1851",The Great Exhibition.,85.71,0FFO-1851-JUN19-005-004
,19408,,"December 1, 1846",Ireland.,80.09,0FFO-1846-DEC01-005-003
,21012,,"January 15, 1852",Prussia.,84.34,0FFO-1852-JAN15-006-002
,19586,,"June 26, 1847","If a meal of chopped logic could fill a hungry man,",91.9,0FFO-1847-JUN26-005-002
,19522,,"April 13, 1847",The Government Plan Of Education.,82.98,0FFO-1847-APR13-005-009
,22375,,"May 23, 1856","House Of Commons, Thursday, May 22.",80.58,0FFO-1856-MAY23-007-001
,20650,,"November 19, 1850",The State Of Europe.,85.46,0FFO-1850-NOV19-006-001
,21758,,"June 3, 1854","House Of Lords, Friday, June 2.",84.82,0FFO-1854-JUN03-006-001
,22512,,"October 30, 1856",Foreign Intelligence.,85.17,0FFO-1856-OCT30-008-001
,22431,,"July 28, 1856",Foreign Intelligence.,82.01,0FFO-1856-JUL28-009-001
,23266,,"March 29, 1859","House Of Commons, Monday, March 28.",80.01,0FFO-1859-MAR29-005-006
,22716,,"June 25, 1857",Educational Conference.,80.41,0FFO-1857-JUN25-005-001
,19700,,"November 6, 1847",The Irish Council.,83.52,0FFO-1847-NOV06-005-002
,18656,,"July 8, 1844",The Irish State Trials.,83.37,0FFO-1844-JUL08-006-015
,21237,,"October 4, 1852",Ireland.,82.18,0FFO-1852-OCT04-007-001
,23389,,"August 19, 1859",Tuscany.,81.07,0FFO-1859-AUG19-008-003
,19378,,"October 27, 1846",The Affairs Of India.,90.07,0FFO-1846-OCT27-006-002
,18887,,"April 2, 1845","London, Wednesday, April 2, 1845.",85.51,0FFO-1845-APR02-004-004
,21235,,"October 1, 1852",France.,80.17,0FFO-1852-OCT01-006-001
,19035,,"September 22, 1845",Mitchell's Fall Of Napoleon.*,82.2,0FFO-1845-SEP22-008-006
,21736,,"May 9, 1854",Turkey.,89.58,0FFO-1854-MAY09-010-002
,18227,,"February 23, 1843",Lewis On The Government Of Dependencies.,85.18,0FFO-1843-FEB23-007-001
,19658,,"September 18, 1847",The affairs of Italy occupy almost exclusively the,81.28,0FFO-1847-SEP18-004-005
,23277,,"April 11, 1859",The State Of Italy.,86.01,0FFO-1859-APR11-007-003
,20975,,"December 3, 1851",Paris In A State Of Siege',87.66,0FFO-1851-DEC03-005-001
,21803,,"July 26, 1854",France.,86.25,0FFO-1854-JUL26-010-002
,21009,,"January 12, 1852",France.,82.23,0FFO-1852-JAN12-006-001
,21168,,"July 15, 1852",France.,86.12,0FFO-1852-JUL15-006-001
,19441,,"January 8, 1847",English Policy With Respect To Poland In 1814.,89.91,0FFO-1847-JAN08-006-001
,20655,,"November 25, 1850",Prussia.,85.19,0FFO-1850-NOV25-006-001
,19548,,"May 13, 1847",The Protestant Association.,81.47,0FFO-1847-MAY13-008-007
,20203,,"June 15, 1849",The State Of Europe.,82.33,0FFO-1849-JUN15-006-001
,22330,,"April 1, 1856",Foreign Intelligence.,81.97,0FFO-1856-APR01-010-001
,21096,,"April 22, 1852",Money-Market And City Intelligence.,80.21,0FFO-1852-APR22-006-001
,17790,,"October 1, 1841",Private Correspondence.,81.66,0FFO-1841-OCT01-005-012
,19249,,"May 29, 1846",America.,88.07,0FFO-1846-MAY29-006-004
,23453,,"November 2, 1859",France.,84.27,0FFO-1859-NOV02-010-001
,22875,,"December 28, 1857",Foreign Intelligence.,82.98,0FFO-1857-DEC28-009-001
,22814,,"October 17, 1857",Soyer's Campaign.,82.12,0FFO-1857-OCT17-012-005
,20922,,"October 2, 1851",The Liberation Of Kossuth.,81.99,0FFO-1851-OCT02-007-001
,19524,,"April 15, 1847",The Civil War In Portugal.,90.35,0FFO-1847-APR15-005-007
,21091,,"April 16, 1852",The New French Constitution.,92.59,0FFO-1852-APR16-005-002
,20369,,"December 26, 1849",Crime In The County Of Dorset.,84.79,0FFO-1849-DEC26-005-001
,20080,,"January 23, 1849",Ireland.,84.12,0FFO-1849-JAN23-005-002
,23464,,"November 15, 1859",Tuscany.,83.08,0FFO-1859-NOV15-008-003
,21018,,"January 22, 1852",France.,90.98,0FFO-1852-JAN22-006-001
,21844,,"September 12, 1854",The Bishop Of Oxford And His Defence Of Archdeacon Wilberforce.,81.34,0FFO-1854-SEP12-010-004
,19102,,"December 9, 1845",Our Announcement On The Corn Laws.,83.31,0FFO-1845-DEC09-005-005
,23718,,"September 6, 1860",Colletta's History Of Naples.*,82.82,0FFO-1860-SEP06-010-001
,19844,,"April 22, 1848",The State Of The Continent.,90.96,0FFO-1848-APR22-004-006
,18526,,"February 7, 1844",Ireland.,80.99,0FFO-1844-FEB07-005-007
,20188,,"May 29, 1849",The State Of Europe.,80.24,0FFO-1849-MAY29-006-005
,20120,,"March 10, 1849","Rome, Naples, And Sicily.",82.06,0FFO-1849-MAR10-005-003
,22523,,"November 12, 1856",South American Mails.,82.46,0FFO-1856-NOV12-007-004
,23476,,"November 29, 1859",France.,84.62,0FFO-1859-NOV29-010-001
,21842,,"September 9, 1854",Ireland.,84.02,0FFO-1854-SEP09-007-004
,17983,,"May 14, 1842",National Loan Fund Life Assurance Society.,90.76,0FFO-1842-MAY14-010-008
,20761,,"March 28, 1851",The State Of Europe.,81.72,0FFO-1851-MAR28-006-001
,20321,,"October 31, 1849",Peace Congress Meeting.,85.65,0FFO-1849-OCT31-007-001
,23312,,"May 21, 1859",Court Of Common Council.,85.05,0FFO-1859-MAY21-011-001
,19879,,"June 2, 1848","London, Friday, June 2, 1848.",89.7,0FFO-1848-JUN02-004-004
,21290,,"December 4, 1852","London, Saturday, December 4, 1852.",84.5,0FFO-1852-DEC04-005-004
,21468,,"June 30, 1853",France.,82.6,0FFO-1853-JUN30-006-001
,21127,,"May 28, 1852",Poor Rates And Emigration.,82.32,0FFO-1852-MAY28-008-008
,23452,,"November 1, 1859",France.,80.99,0FFO-1859-NOV01-008-001
,22621,,"March 6, 1857",Foreign Intelligence.,83.55,0FFO-1857-MAR06-007-006
,20970,,"November 27, 1851",The Manufacturing Districts.,80.47,0FFO-1851-NOV27-005-003
,22766,,"August 22, 1857",Should any future student of history choose to,83.09,0FFO-1857-AUG22-008-003
,19880,,"June 3, 1848","London, Saturday, June 3, 1848.",86.07,0FFO-1848-JUN03-004-004
,23153,,"November 17, 1858",Money-Market and City Intelligence.,81.18,0FFO-1858-NOV17-004-002
,21598,,"November 29, 1853",Money-Market And City Intelligence.,84.28,0FFO-1853-NOV29-005-002
,19961,,"September 6, 1848","House Of Commons, Tuesday, Sept. 5.",80.58,0FFO-1848-SEP06-003-002
,21172,,"July 20, 1852",Money-Market And City Intelligence.,81.81,0FFO-1852-JUL20-006-006
,19460,,"January 30, 1847",Ireland.,86.43,0FFO-1847-JAN30-005-010
,23796,,"December 6, 1860",North Italy.,82.55,0FFO-1860-DEC06-009-010
,17872,,"January 5, 1842",Statement Of The External Commerce Of France During The Year 1840.,84.81,0FFO-1842-JAN05-005-005
,20636,,"November 2, 1850",India.,82.52,0FFO-1850-NOV02-005-001
,21003,,"January 5, 1852",The Strike Of The Operative Engineers.,80.39,0FFO-1852-JAN05-008-013
,23501,,"December 28, 1859",France.,82,0FFO-1859-DEC28-008-001
,23686,,"July 31, 1860",France.,86.45,0FFO-1860-JUL31-012-001
,22979,,"April 28, 1858",Sardinia.,86.81,0FFO-1858-APR28-012-005
,22440,,"August 7, 1856",Foreign Intelligence.,80.6,0FFO-1856-AUG07-010-001
,19584,,"June 24, 1847",Parliamentary Intelligence.,82.61,0FFO-1847-JUN24-003-001
,20924,,"October 4, 1851",The Great Exhibition.,83.34,0FFO-1851-OCT04-008-001
,19533,,"April 26, 1847",We have received by our ordinary express the,80.79,0FFO-1847-APR26-004-006
,20420,,"February 23, 1850",West India And Mexican Mails.,83.02,0FFO-1850-FEB23-005-001
,20351,,"December 5, 1849",Protectionist Meeting at Reigate.,83.13,0FFO-1849-DEC05-008-001
,22509,,"October 27, 1856","Chapman's """"Gustavus Adolphus.""""*",84.54,0FFO-1856-OCT27-010-001
,21089,,"April 14, 1852",Express From Paris.,84.39,0FFO-1852-APR14-006-001
,20285,,"September 19, 1849",The State Of Europe.,83.27,0FFO-1849-SEP19-006-001
,21217,,"September 10, 1852",Political Banquet At Newcastle.,82.66,0FFO-1852-SEP10-008-001
,22325,,"March 26, 1856",Express From Paris.,85.93,0FFO-1856-MAR26-007-001
,21156,,"July 1, 1852","To-day this strange session will be over, and in",85.79,0FFO-1852-JUL01-004-004
,19893,,"June 19, 1848",Further Disturbance In Berlin.,80.41,0FFO-1848-JUN19-008-001
,18346,,"July 12, 1843","London, Wednesday, July 12, 1843.",90.62,0FFO-1843-JUL12-005-004
,20497,,"May 24, 1850",France.,80.29,0FFO-1850-MAY24-006-001
,20876,,"August 9, 1851",The Literature Of The Rail.,83.87,0FFO-1851-AUG09-007-001
,19643,,"September 1, 1847",The Affairs Of India.,81.31,0FFO-1847-SEP01-005-008
,20086,,"January 30, 1849","Pictures from Revolutionary Paris.-Nov., 1848.-By T. Palgrave Simpson, M.A.",83.38,0FFO-1849-JAN30-006-001
,22745,,"July 29, 1857",Second Edition.,92.4,0FFO-1857-JUL29-010-001
,21727,,"April 28, 1854",Turkey.,84.59,0FFO-1854-APR28-007-002
,20317,,"October 26, 1849",Express From Paris.,83.75,0FFO-1849-OCT26-003-001
,19496,,"March 13, 1847","London, Saturday, March 13, 1847.",88.35,0FFO-1847-MAR13-005-002
,19933,,"August 4, 1848",The Irish Rebellion.,80.73,0FFO-1848-AUG04-005-005
,20234,,"July 21, 1849","London, Saturday, July 21, 1849.",81.09,0FFO-1849-JUL21-005-002
,17826,,"November 12, 1841",British India.,82.19,0FFO-1841-NOV12-005-007
,21100,,"April 27, 1852",The Flight Of Rosas.,85.82,0FFO-1852-APR27-005-008
,22820,,"October 24, 1857",Foreign Intelligence.,84.07,0FFO-1857-OCT24-008-001
,22171,,"September 28, 1855",The Baltic.,81.47,0FFO-1855-SEP28-007-001
,20446,,"March 26, 1850",France.,88.34,0FFO-1850-MAR26-006-001
,20312,,"October 20, 1849",Austria And Hungary.,89.02,0FFO-1849-OCT20-006-002
,20945,,"October 29, 1851",France.,88.96,0FFO-1851-OCT29-006-001
,18857,,"February 26, 1845","London, Wednesday, February 26, 1845.",86.26,0FFO-1845-FEB26-005-002
,23652,,"June 21, 1860",The Insurrection In Sicily.,89.86,0FFO-1860-JUN21-009-008
,19843,,"April 21, 1848",The State Of The Continent.,87.26,0FFO-1848-APR21-005-001
,20321,,"October 31, 1849",Express From Paris.,90.42,0FFO-1849-OCT31-006-001
,20808,,"May 22, 1851",The Great Exhibition.,87.36,0FFO-1851-MAY22-007-001
,21082,,"April 6, 1852",Express From Paris.,90.57,0FFO-1852-APR06-006-011
,21687,,"March 13, 1854",The Baltic Fleet.,87.67,0FFO-1854-MAR13-009-004
,21638,,"January 14, 1854",France.,83.29,0FFO-1854-JAN14-007-002
,20092,,"February 6, 1849",The State Of The Continent.,80.02,0FFO-1849-FEB06-006-001
,22399,,"June 20, 1856","House Of Lords, Thursday, June 19.",81.02,0FFO-1856-JUN20-006-010
,20881,,"August 15, 1851",The Great Exhibition.,88.76,0FFO-1851-AUG15-005-003
,22639,,"March 27, 1857",Foreign Intelligence.,81.53,0FFO-1857-MAR27-008-001
,21580,,"November 8, 1853",Memorial of the Great Exhibition of 1851.,80.05,0FFO-1853-NOV08-005-004
,22579,,"January 16, 1857",Halifax Mechanics' Institute.,84.01,0FFO-1857-JAN16-010-006
,18940,,"June 3, 1845","London, Tuesday, June 3, 1845.",85.77,0FFO-1845-JUN03-005-004
,21853,,"September 22, 1854",The British Association.,85.54,0FFO-1854-SEP22-010-006
,23755,,"October 19, 1860",The Brown Testimonial.,80.56,0FFO-1860-OCT19-010-001
,20286,,"September 20, 1849",The State Of Europe.,88.35,0FFO-1849-SEP20-006-001
,20646,,"November 14, 1850",Peace Meeting At Wrexham.,80.77,0FFO-1850-NOV14-005-004
,20127,,"March 19, 1849",The State Of The Continent.,81.04,0FFO-1849-MAR19-006-001
,22787,,"September 16, 1857",George Stephenson.*,80.44,0FFO-1857-SEP16-005-001
,22527,,"November 17, 1856",Foreign Intelligence.,83.41,0FFO-1856-NOV17-010-001
,22491,,"October 6, 1856",Foreign Intelligence.,86.21,0FFO-1856-OCT06-010-001
,22536,,"November 27, 1856",Foreign Intelligence.,84.24,0FFO-1856-NOV27-008-001
,20301,,"October 8, 1849",Mr. Disraeli In Essex.,80.31,0FFO-1849-OCT08-003-002
,19523,,"April 14, 1847",Ireland.,82.51,0FFO-1847-APR14-006-004
,22648,,"April 7, 1857",Railway Intelligence.,82.88,0FFO-1857-APR07-010-001
,23657,,"June 27, 1860",Foreign Intelligence.,82.16,0FFO-1860-JUN27-010-003
,21521,,"August 31, 1853",Her Majesty's Visit To Ireland.,80.98,0FFO-1853-AUG31-007-001
,23015,,"June 9, 1858",France.,81.28,0FFO-1858-JUN09-010-001
,23202,,"January 13, 1859",The Navigation Of The River Elbe.,83.92,0FFO-1859-JAN13-009-002
,21684,,"March 9, 1854",France.,82.01,0FFO-1854-MAR09-010-001
,21434,,"May 21, 1853",France.,80.1,0FFO-1853-MAY21-005-008
,22557,,"December 22, 1856",Bank Charter Act.,92.89,0FFO-1856-DEC22-010-001
,20326,,"November 6, 1849",Express From Paris.,84.46,0FFO-1849-NOV06-006-001
,23343,,"June 27, 1859",The Right Hon. T. M. Gibson At Ashton.,86.64,0FFO-1859-JUN27-012-006
,23208,,"January 20, 1859",The West India And Pacific Mails.,81.99,0FFO-1859-JAN20-010-001
,20084,,"January 27, 1849",Appalling Colliery Explosion At Barnsley.-Eighty-One Lives Lost.,80.6,0FFO-1849-JAN27-005-005
,20880,,"August 14, 1851",The Great Exhibition.,88.3,0FFO-1851-AUG14-005-003
,22601,,"February 11, 1857","London, Wednesday, February 11, 1857.",87.24,0FFO-1857-FEB11-008-003
,23343,,"June 27, 1859",Express From Paris.,87.95,0FFO-1859-JUN27-009-001
,23532,,"February 2, 1860",The Enfield Rifle.,89.6,0FFO-1860-FEB02-012-001
,22173,,"October 1, 1855",Chinese Insurgents And British Policy.,80.56,0FFO-1855-OCT01-005-003
,22554,,"December 18, 1856",France.,83.88,0FFO-1856-DEC18-008-001
,22331,,"April 2, 1856",Foreign Intelligence.,82.1,0FFO-1856-APR02-009-005
,22587,,"January 26, 1857",The Bank Charter Act.,92.77,0FFO-1857-JAN26-009-010
,22516,,"November 4, 1856",The Soulage Collection.,81.52,0FFO-1856-NOV04-012-003
,22381,,"May 30, 1856",Foreign Intelligence.,86.47,0FFO-1856-MAY30-009-001
,19359,,"October 5, 1846",Arrival Of The Overland Mail.,86.39,0FFO-1846-OCT05-005-009
,21153,,"June 28, 1852",Express From Paris.,90.09,0FFO-1852-JUN28-006-002
,21843,,"September 11, 1854",France.,89.18,0FFO-1854-SEP11-008-001
,18420,,"October 6, 1843",Past And Present.-By Thomas Carlyle.,81.95,0FFO-1843-OCT06-003-002
,22491,,"October 6, 1856",America.,86.37,0FFO-1856-OCT06-009-001
,21831,,"August 28, 1854",France.,84.23,0FFO-1854-AUG28-007-002
,20978,,"December 6, 1851",The Late Events In Paris.,86.17,0FFO-1851-DEC06-008-001
,18394,,"September 6, 1843",Private Correspondence.,85.61,0FFO-1843-SEP06-006-001
,17882,,"January 17, 1842",Affairs Of Portugal.,86.29,0FFO-1842-JAN17-003-002
,17906,,"February 14, 1842",The Affairs Of Portugal.,87.34,0FFO-1842-FEB14-005-007
,18695,,"August 22, 1844",Facht Voyage To Texas.,82.15,0FFO-1844-AUG22-006-001
,20338,,"November 20, 1849",Express From Paris.,80.46,0FFO-1849-NOV20-006-001
,19317,,"August 17, 1846",The Moral Condition Of The Soldier.*,85.42,0FFO-1846-AUG17-008-006
,21167,,"July 14, 1852","County Court, Shoreditch.",81.81,0FFO-1852-JUL14-007-007
,21461,,"June 22, 1853",Russia And Turkey.,84.96,0FFO-1853-JUN22-005-001
,18852,,"February 20, 1845","London, Thursday, February 20, 1845.",83.05,0FFO-1845-FEB20-004-002
,19882,,"June 6, 1848","London, Tuesday, June 6, 1848.",86.9,0FFO-1848-JUN06-005-003
,23321,,"June 1, 1859","Court Of Common Pleas, Westminster, May 31.",84.71,0FFO-1859-JUN01-011-007
,18995,,"August 6, 1845",The Affairs Of Mexico.,83.82,0FFO-1845-AUG06-006-004
,19080,,"November 13, 1845",Walpole's Memoirs Of The Reign Of George III.,83.61,0FFO-1845-NOV13-008-010
,21251,,"October 20, 1852",France.,82.32,0FFO-1852-OCT20-006-001
,22518,,"November 6, 1856",State Of Naples.,82.75,0FFO-1856-NOV06-010-002
,18286,,"May 3, 1843","London, Wednesday, May 3, 1843,",82.21,0FFO-1843-MAY03-005-003
,17831,,"November 18, 1841",To The Editor Of The Times.,80.64,0FFO-1841-NOV18-003-001
,20080,,"January 23, 1849",The State Of The Continent.,82.74,0FFO-1849-JAN23-006-001
,18983,,"July 23, 1845",India And China.,85.99,0FFO-1845-JUL23-006-001
,17793,,"October 5, 1841",Private Correspondence.,83.69,0FFO-1841-OCT05-005-002
,22956,,"April 1, 1858",Scottish Philosophy.*,81.09,0FFO-1858-APR01-006-007
,22484,,"September 27, 1856",Foreign Intelligence.,82.38,0FFO-1856-SEP27-007-001
,21247,,"October 15, 1852",France.,80.92,0FFO-1852-OCT15-006-001
,21340,,"February 1, 1853",France.,85.58,0FFO-1853-FEB01-005-006
,22737,,"July 20, 1857",Second Edition.,86.45,0FFO-1857-JUL20-009-001
,22808,,"October 10, 1857",France.,81.1,0FFO-1857-OCT10-008-002
,20964,,"November 20, 1851",Death Of The King Of Hanover.,87.06,0FFO-1851-NOV20-005-005
,20356,,"December 11, 1849",Prussia.,85.96,0FFO-1849-DEC11-006-002
,18632,,"June 10, 1844",American Affairs.,89,0FFO-1844-JUN10-005-005
,22494,,"October 9, 1856","Vehse's Court, Aristocracy, And Diplomacy Of Austria.*",80.99,0FFO-1856-OCT09-005-001
,19324,,"August 25, 1846",The Schleswig-Holstein Succession.,81.1,0FFO-1846-AUG25-006-013
,18780,,"November 28, 1844","DIARIES and CORRESPONDENCE of JAMES HARRIS, FIRST EARL of MALMESBURY; edited by his Grandson, the third Earl.",81.8,0FFO-1844-NOV28-006-001
,21103,,"April 30, 1852",Express From Paris.,89.49,0FFO-1852-APR30-006-003
,21779,,"June 28, 1854",Naval And Military Intelligence.,80.73,0FFO-1854-JUN28-012-001
,22735,,"July 17, 1857",Second Edition.,87.84,0FFO-1857-JUL17-010-001
,18997,,"August 8, 1845",The Conquest And Administration Of Scinde.,80.41,0FFO-1845-AUG08-008-010
,20725,,"February 14, 1851",The State Of Europe.,85.83,0FFO-1851-FEB14-006-001
,22777,,"September 4, 1857",The Mutinies In India.,82.28,0FFO-1857-SEP04-010-003
,21230,,"September 25, 1852",France.,80.11,0FFO-1852-SEP25-006-001
,20248,,"August 7, 1849",The Queen In Ireland.,87.05,0FFO-1849-AUG07-004-007
,21116,,"May 15, 1852",Express From Paris.,87.97,0FFO-1852-MAY15-006-002
,20275,,"September 7, 1849",The State Of Europe.,82.81,0FFO-1849-SEP07-006-001
,22866,,"December 17, 1857",Foreign Intelligence.,83.73,0FFO-1857-DEC17-005-001
,22786,,"September 15, 1857",The Purchase System In The Army.,84.58,0FFO-1857-SEP15-008-003
,21174,,"July 22, 1852",France.,84.78,0FFO-1852-JUL22-006-001
,20769,,"April 7, 1851",The French Republic.,81.18,0FFO-1851-APR07-006-001
,20592,,"September 12, 1850",Young Italy.*,80.87,0FFO-1850-SEP12-007-001
,22805,,"October 7, 1857",Foreign Intelligence.,85.44,0FFO-1857-OCT07-010-001
,21854,,"September 23, 1854",Ireland.,81.04,0FFO-1854-SEP23-007-008
,21755,,"May 31, 1854",The Insurrection In Greece.,88.76,0FFO-1854-MAY31-009-005
,19472,,"February 13, 1847","London, Saturday, February 13, 1847.",83.99,0FFO-1847-FEB13-005-003
,23800,,"December 11, 1860",The United States.,80.23,0FFO-1860-DEC11-006-001
,22520,,"November 8, 1856",(From Our Own Correspondent.),81.36,0FFO-1856-NOV08-008-002
,18951,,"June 16, 1845",To The Editor Of The Times.,81.45,0FFO-1845-JUN16-006-005
,23455,,"November 4, 1859",Materials For British History.*,86.9,0FFO-1859-NOV04-010-001
,22676,,"May 9, 1857",Foreign Intelligence.,85.22,0FFO-1857-MAY09-010-001
,18470,,"December 4, 1843",Her Majesty At Chatsworth.,81.82,0FFO-1843-DEC04-005-003
,20369,,"December 26, 1849",Prussia.,82.23,0FFO-1849-DEC26-006-002
,19064,,"October 25, 1845",The Condition Of The People Of Ireland.,87.98,0FFO-1845-OCT25-008-009
,20535,,"July 8, 1850",France.,81.79,0FFO-1850-JUL08-006-001
,21771,,"June 19, 1854",The Crystal Palace.,84.66,0FFO-1854-JUN19-012-001
,21617,,"December 21, 1853",Juvenile Delinquency.,80.48,0FFO-1853-DEC21-010-001
,20766,,"April 3, 1851","House Of Commons, Wednesday, April 2.",81.46,0FFO-1851-APR03-003-002
,21101,,"April 28, 1852","House Of Commons, Tuesday, April 27.",83.88,0FFO-1852-APR28-003-002
,18979,,"July 18, 1845","London, Friday, July 18, 1845.",84.94,0FFO-1845-JUL18-004-003
,21847,,"September 15, 1854",Norwich Free Public Library.,85.52,0FFO-1854-SEP15-010-008
,21087,,"April 12, 1852",Express From Paris.,89.83,0FFO-1852-APR12-006-002
,23315,,"May 25, 1859",Volunteer Corps.,88.56,0FFO-1859-MAY25-012-003
,22432,,"July 29, 1856","London, Tuesday, July 29, 1856.",87.38,0FFO-1856-JUL29-008-002
,21542,,"September 24, 1853",The State Of The Continent.,84.96,0FFO-1853-SEP24-007-004
,23663,,"July 4, 1860",Money-Market and City Intelligence.,82.27,0FFO-1860-JUL04-011-001
